Stock Symbol     Profit            Buy Price                  Buy Date
         EEM   0.000000                 None                       NaT
         TNA   0.000000                 None                       NaT
         EWZ   1.080000                 None                       NaT
         FXI   0.000000                 None                       NaT
         ARM   0.000000                 None                       NaT
         LIN   3.657898                 None                       NaT
        CSCO   3.545300                 None                       NaT
         DHR  12.103821                 None                       NaT
        INTU  52.957245                 None                       NaT
         UPS   1.853210                 None                       NaT
         USP   0.000000                 None                       NaT
          BX   8.099983                 None                       NaT
         ADP  21.887451                 None                       NaT
         TMO   0.000000                 None                       NaT
        AMGN  63.012878                 None                       NaT
         MDT   4.759361                 None                       NaT
         BLK  15.428040                 None                       NaT
          PM   2.208931                 None                       NaT
        ISRG   8.979980                 None                       NaT
         PNC   0.000000                 None                       NaT
         AMT   0.000000                 None                       NaT
         CCI   0.000000                 None                       NaT
         PLD   0.000000                 None                       NaT
         SPG   0.777031                 None                       NaT
        EQIX   0.000000                 None                       NaT
         DLR  10.344948                 None                       NaT
         PSA  -0.811127                 None                       NaT
        UBER   5.810001                 None                       NaT
         CVS   0.689995                 None                       NaT
        ABNB   0.000000                 None                       NaT
        BABA   0.000000                 None                       NaT
         NIO   1.410000                 None                       NaT
        SNAP   0.139999                 None                       NaT
        TWTR   0.000000                 None                       NaT
          SQ   0.000000                 None                       NaT
        ROKU  25.790001                 None                       NaT
          ZM   1.769997                 None                       NaT
        DOCU   0.000000                 None                       NaT
        CRWD   5.369995                 None                       NaT
         NET   0.000000                 None                       NaT
          ZS  14.699997                 None                       NaT
        OKTA   2.409996                 None                       NaT
         MDB   8.929993                 None                       NaT
        DDOG   4.529999                 None                       NaT
        SNOW   0.000000                 None                       NaT
        FSLY   4.609999                 None                       NaT
        TWLO   0.000000                 None                       NaT
        ETSY   0.000000                 None                       NaT
        FVRR   5.049999                 None                       NaT
